index,Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
34,1/1/2007,0:34:00,2.65,0.254,241.86,11,0,2,0
35,1/1/2007,0:35:00,2.642,0.252,241.47,11,0,1,0
36,1/1/2007,0:36:00,2.63,0.248,240.96,10.8,0,1,0
37,1/1/2007,0:37:00,2.606,0.214,240.94,10.8,0,2,0
38,1/1/2007,0:38:00,2.556,0.132,240.31,10.6,0,1,0
39,1/1/2007,0:39:00,2.602,0.216,240.46,10.8,0,1,0
40,1/1/2007,0:40:00,2.602,0.216,240.5,10.8,0,1,0
41,1/1/2007,0:41:00,2.594,0.214,240.08,10.8,0,2,0
42,1/1/2007,0:42:00,2.6,0.216,240.5,10.8,0,1,0
43,1/1/2007,0:43:00,2.602,0.216,240.65,10.8,0,1,0
44,1/1/2007,0:44:00,2.6,0.216,240.68,10.8,0,1,0
45,1/1/2007,0:45:00,2.598,0.216,240.69,10.8,0,1,0
46,1/1/2007,0:46:00,2.59,0.214,240.3,10.8,0,2,0
47,1/1/2007,0:47:00,2.554,0.148,240.85,10.6,0,1,0
48,1/1/2007,0:48:00,2.484,0,240.98,10.2,0,0,0
49,1/1/2007,0:49:00,2.472,0,241.4,10.2,0,0,0
50,1/1/2007,0:50:00,2.486,0,242.11,10.2,0,0,0
51,1/1/2007,0:51:00,2.486,0,242.12,10.2,0,0,0
52,1/1/2007,0:52:00,2.482,0,241.96,10.2,0,0,0
53,1/1/2007,0:53:00,2.484,0,241.98,10.2,0,0,0
54,1/1/2007,0:54:00,2.48,0,241.84,10.2,0,0,0
55,1/1/2007,0:55:00,2.458,0,240.63,10.2,0,0,0
56,1/1/2007,0:56:00,2.46,0,240.81,10.2,0,0,0
57,1/1/2007,0:57:00,2.462,0,240.82,10.2,0,0,0
58,1/1/2007,0:58:00,2.472,0,241.39,10.2,0,0,0
59,1/1/2007,0:59:00,2.466,0,241.09,10.2,0,0,0
60,1/1/2007,1:00:00,2.466,0,241.09,10.2,0,0,0
61,1/1/2007,1:01:00,2.59,0.118,241.79,10.6,0,0,0
62,1/1/2007,1:02:00,2.59,0.132,242.04,10.6,0,0,0
63,1/1/2007,1:03:00,2.576,0.128,241.43,10.6,0,0,0
64,1/1/2007,1:04:00,2.566,0.128,241.05,10.6,0,0,0
65,1/1/2007,1:05:00,2.564,0.126,240.98,10.6,0,0,0
66,1/1/2007,1:06:00,2.56,0.126,240.91,10.6,0,0,0
67,1/1/2007,1:07:00,2.552,0.124,240.58,10.6,0,0,0
68,1/1/2007,1:08:00,2.564,0.128,241.19,10.6,0,0,0
69,1/1/2007,1:09:00,2.558,0.126,240.99,10.6,0,0,0
70,1/1/2007,1:10:00,2.56,0.126,241.12,10.6,0,0,0
71,1/1/2007,1:11:00,2.576,0.132,241.95,10.6,0,0,0
72,1/1/2007,1:12:00,2.57,0.13,241.73,10.6,0,0,0
73,1/1/2007,1:13:00,2.56,0.128,241.24,10.6,0,0,0
74,1/1/2007,1:14:00,2.566,0.128,241.49,10.6,0,0,0
75,1/1/2007,1:15:00,2.502,0,242,10.2,0,0,0
76,1/1/2007,1:16:00,2.482,0,241.94,10.2,0,0,0
77,1/1/2007,1:17:00,2.478,0,241.79,10.2,0,0,0
78,1/1/2007,1:18:00,2.482,0,242,10.2,0,0,0
79,1/1/2007,1:19:00,2.58,0.102,242.37,10.6,0,0,0
80,1/1/2007,1:20:00,2.564,0.102,242.3,10.6,0,0,0
81,1/1/2007,1:21:00,2.58,0.106,243.15,10.6,0,0,0
82,1/1/2007,1:22:00,2.572,0.104,242.8,10.6,0,0,0
83,1/1/2007,1:23:00,2.566,0.102,242.53,10.6,0,0,0
84,1/1/2007,1:24:00,2.57,0.104,242.8,10.6,0,0,0
85,1/1/2007,1:25:00,2.57,0.104,242.82,10.6,0,0,0
86,1/1/2007,1:26:00,2.566,0.104,242.73,10.6,0,0,0
87,1/1/2007,1:27:00,2.504,0,241.47,10.2,0,0,0
88,1/1/2007,1:28:00,2.474,0,241.52,10.2,0,0,0
89,1/1/2007,1:29:00,2.456,0,240.56,10.2,0,0,0
90,1/1/2007,1:30:00,2.448,0,240.11,10.2,0,0,0
91,1/1/2007,1:31:00,2.446,0,240.03,10.2,0,0,0
92,1/1/2007,1:32:00,2.452,0,240.3,10.2,0,0,0
93,1/1/2007,1:33:00,2.452,0,240.37,10.2,0,0,0
94,1/1/2007,1:34:00,2.452,0,240.34,10.2,0,0,0
95,1/1/2007,1:35:00,2.444,0,239.95,10.2,0,0,0
96,1/1/2007,1:36:00,2.444,0,239.91,10.2,0,0,0
97,1/1/2007,1:37:00,2.462,0,240.89,10.2,0,0,0
98,1/1/2007,1:38:00,2.51,0.052,240.01,10.4,0,0,0
99,1/1/2007,1:39:00,2.546,0.12,239.63,10.6,0,0,0
100,1/1/2007,1:40:00,2.548,0.122,240,10.6,0,0,0
101,1/1/2007,1:41:00,2.548,0.122,240.04,10.6,0,0,0
102,1/1/2007,1:42:00,2.552,0.122,240.36,10.6,0,0,0
103,1/1/2007,1:43:00,2.544,0.12,239.96,10.6,0,0,0
104,1/1/2007,1:44:00,2.538,0.12,239.83,10.6,0,0,0
105,1/1/2007,1:45:00,2.548,0.122,240.42,10.6,0,0,0
106,1/1/2007,1:46:00,2.554,0.124,240.71,10.6,0,0,0
107,1/1/2007,1:47:00,2.552,0.124,240.74,10.6,0,0,0
108,1/1/2007,1:48:00,2.55,0.124,240.66,10.6,0,0,0
109,1/1/2007,1:49:00,2.548,0.124,240.6,10.6,0,0,0
110,1/1/2007,1:50:00,2.552,0.124,240.8,10.6,0,0,0
111,1/1/2007,1:51:00,2.548,0.122,240.56,10.6,0,0,0
112,1/1/2007,1:52:00,2.502,0.048,240.89,10.4,0,0,0
113,1/1/2007,1:53:00,2.466,0,241.03,10.2,0,0,0
114,1/1/2007,1:54:00,2.48,0,241.77,10.2,0,0,0
115,1/1/2007,1:55:00,2.474,0,241.46,10.2,0,0,0
116,1/1/2007,1:56:00,2.47,0,241.28,10.2,0,0,0
117,1/1/2007,1:57:00,2.464,0,240.93,10.2,0,0,0
118,1/1/2007,1:58:00,2.45,0,240.24,10.2,0,0,0
119,1/1/2007,1:59:00,2.496,0,239.61,10.4,0,0,0
120,1/1/2007,2:00:00,2.504,0.088,239.26,10.4,0,0,0
121,1/1/2007,2:01:00,2.54,0.096,241.07,10.4,0,0,0
122,1/1/2007,2:02:00,2.568,0.102,242.48,10.6,0,0,0
123,1/1/2007,2:03:00,2.566,0.102,242.42,10.6,0,0,0
124,1/1/2007,2:04:00,2.574,0.106,242.95,10.6,0,0,0
125,1/1/2007,2:05:00,2.582,0.108,243.38,10.6,0,0,0
126,1/1/2007,2:06:00,2.576,0.106,243.17,10.6,0,0,0
127,1/1/2007,2:07:00,2.556,0.082,242.89,10.4,0,0,0
128,1/1/2007,2:08:00,2.502,0,242.94,10.2,0,0,0
129,1/1/2007,2:09:00,2.514,0,243.57,10.2,0,0,0
130,1/1/2007,2:10:00,2.508,0,243.28,10.2,0,0,0
131,1/1/2007,2:11:00,2.52,0,243.91,10.2,0,0,0
132,1/1/2007,2:12:00,2.518,0,243.76,10.2,0,0,0
133,1/1/2007,2:13:00,2.518,0,243.81,10.2,0,0,0
134,1/1/2007,2:14:00,2.514,0,243.57,10.2,0,0,0
135,1/1/2007,2:15:00,2.54,0,243.32,10.4,0,0,0
136,1/1/2007,2:16:00,2.608,0.134,242.76,10.6,0,0,0
137,1/1/2007,2:17:00,2.622,0.14,243.66,10.6,0,0,0
138,1/1/2007,2:18:00,2.618,0.138,243.64,10.6,0,0,0
139,1/1/2007,2:19:00,2.618,0.138,243.72,10.6,0,0,0
140,1/1/2007,2:20:00,2.624,0.142,244.15,10.6,0,0,0
141,1/1/2007,2:21:00,2.632,0.144,244.6,10.6,0,0,0
142,1/1/2007,2:22:00,2.63,0.144,244.5,10.6,0,0,0
143,1/1/2007,2:23:00,2.622,0.142,244.22,10.6,0,0,0
144,1/1/2007,2:24:00,2.614,0.14,243.88,10.6,0,0,0
145,1/1/2007,2:25:00,2.596,0.136,242.97,10.6,0,0,0
146,1/1/2007,2:26:00,2.598,0.136,243.07,10.6,0,0,0
147,1/1/2007,2:27:00,2.584,0.132,242.45,10.6,0,0,0
148,1/1/2007,2:28:00,2.592,0.134,242.84,10.6,0,0,0
149,1/1/2007,2:29:00,2.568,0.086,243.33,10.4,0,0,0
150,1/1/2007,2:30:00,2.514,0,243.63,10.2,0,0,0
151,1/1/2007,2:31:00,2.518,0,243.79,10.2,0,0,0
152,1/1/2007,2:32:00,2.518,0,243.81,10.2,0,0,0
153,1/1/2007,2:33:00,2.522,0,244,10.2,0,0,0
154,1/1/2007,2:34:00,2.532,0,244.5,10.2,0,0,0
155,1/1/2007,2:35:00,2.542,0,244.99,10.2,0,0,0
156,1/1/2007,2:36:00,2.532,0,244.47,10.2,0,0,0
157,1/1/2007,2:37:00,2.504,0,242.98,10.2,0,0,0
158,1/1/2007,2:38:00,2.498,0,242.78,10.2,0,0,0
159,1/1/2007,2:39:00,2.5,0,242.86,10.2,0,0,0
160,1/1/2007,2:40:00,2.57,0.084,242.49,10.6,0,0,0
161,1/1/2007,2:41:00,2.568,0.104,242.6,10.6,0,0,0
162,1/1/2007,2:42:00,2.576,0.104,242.96,10.6,0,0,0
163,1/1/2007,2:43:00,2.574,0.104,242.85,10.6,0,0,0
164,1/1/2007,2:44:00,2.614,0.15,242.46,10.8,0,0,0
165,1/1/2007,2:45:00,2.654,0.23,242.87,10.8,0,1,0
166,1/1/2007,2:46:00,2.67,0.234,243.73,11,0,1,0
167,1/1/2007,2:47:00,2.666,0.236,243.71,11,0,2,0
168,1/1/2007,2:48:00,2.624,0.18,243.2,10.8,0,1,0
169,1/1/2007,2:49:00,2.58,0.122,242.69,10.6,0,2,0
170,1/1/2007,2:50:00,2.586,0.124,243.02,10.6,0,1,0
171,1/1/2007,2:51:00,2.592,0.126,243.29,10.6,0,1,0
172,1/1/2007,2:52:00,2.588,0.124,243.1,10.6,0,2,0
173,1/1/2007,2:53:00,2.692,0.242,243.15,11,0,1,0
174,1/1/2007,2:54:00,2.696,0.264,243.15,11,0,2,0
175,1/1/2007,2:55:00,2.69,0.262,243.11,11,0,1,0
176,1/1/2007,2:56:00,2.694,0.264,243.46,11,0,1,0
177,1/1/2007,2:57:00,2.68,0.26,242.82,11,0,2,0
178,1/1/2007,2:58:00,2.666,0.256,242.23,11,0,1,0
179,1/1/2007,2:59:00,2.654,0.254,241.74,11,0,1,0
180,1/1/2007,3:00:00,2.648,0.254,241.63,11,0,2,0
181,1/1/2007,3:01:00,2.666,0.26,242.65,11,0,1,0
182,1/1/2007,3:02:00,2.672,0.262,242.96,11,0,1,0
183,1/1/2007,3:03:00,2.67,0.262,242.97,11,0,1,0
184,1/1/2007,3:04:00,2.672,0.262,243.18,11,0,2,0
185,1/1/2007,3:05:00,2.666,0.262,242.91,11,0,1,0
186,1/1/2007,3:06:00,2.662,0.246,243.29,11,0,1,0
187,1/1/2007,3:07:00,2.58,0.126,243.28,10.6,0,1,0
188,1/1/2007,3:08:00,2.57,0.122,242.8,10.6,0,2,0
189,1/1/2007,3:09:00,2.57,0.122,242.81,10.6,0,1,0
190,1/1/2007,3:10:00,2.568,0.122,242.72,10.6,0,1,0
191,1/1/2007,3:11:00,2.58,0.126,243.34,10.6,0,1,0
192,1/1/2007,3:12:00,2.558,0.07,243.87,10.4,0,1,0
193,1/1/2007,3:13:00,2.522,0,244.02,10.2,0,0,0
194,1/1/2007,3:14:00,2.52,0,243.85,10.2,0,0,0
195,1/1/2007,3:15:00,2.506,0,243.2,10.2,0,0,0
196,1/1/2007,3:16:00,2.532,0,242.76,10.4,0,0,0
197,1/1/2007,3:17:00,2.55,0,242.82,10.4,0,0,0
198,1/1/2007,3:18:00,2.54,0,243.04,10.4,0,0,0
199,1/1/2007,3:19:00,2.764,0,242.39,11.4,0,0,0
200,1/1/2007,3:20:00,2.7,0,243,11,0,0,0
201,1/1/2007,3:21:00,2.8,0.114,243.66,11.4,0,0,0
202,1/1/2007,3:22:00,2.54,0.118,244.16,10.4,0,0,0
203,1/1/2007,3:23:00,2.548,0.12,244.56,10.4,0,0,0
204,1/1/2007,3:24:00,2.554,0.122,244.86,10.4,0,0,0
205,1/1/2007,3:25:00,2.558,0.122,245.07,10.4,0,0,0
206,1/1/2007,3:26:00,2.542,0.12,244.39,10.4,0,0,0
207,1/1/2007,3:27:00,2.536,0.118,244.06,10.4,0,0,0
208,1/1/2007,3:28:00,2.534,0.118,244.01,10.4,0,0,0
209,1/1/2007,3:29:00,2.468,0,243.43,10,0,0,0
210,1/1/2007,3:30:00,2.522,0.088,243.08,10.4,0,0,0
211,1/1/2007,3:31:00,2.556,0.144,243.12,10.4,0,0,0
212,1/1/2007,3:32:00,2.536,0.14,242.36,10.4,0,0,0
213,1/1/2007,3:33:00,2.532,0.14,242.17,10.4,0,0,0
214,1/1/2007,3:34:00,2.536,0.142,242.55,10.4,0,0,0
215,1/1/2007,3:35:00,2.534,0.142,242.57,10.4,0,0,0
216,1/1/2007,3:36:00,2.538,0.144,242.78,10.4,0,0,0
217,1/1/2007,3:37:00,2.538,0.144,242.89,10.4,0,0,0
218,1/1/2007,3:38:00,2.54,0.144,243,10.4,0,0,0
219,1/1/2007,3:39:00,2.54,0.144,243.07,10.4,0,0,0
220,1/1/2007,3:40:00,2.546,0.146,243.43,10.4,0,0,0
221,1/1/2007,3:41:00,2.55,0.148,243.66,10.4,0,0,0
222,1/1/2007,3:42:00,2.542,0.146,243.25,10.4,0,0,0
223,1/1/2007,3:43:00,2.544,0.146,243.39,10.4,0,0,0
224,1/1/2007,3:44:00,2.466,0,243.8,10,0,0,0
225,1/1/2007,3:45:00,2.45,0,243.29,10,0,0,0
226,1/1/2007,3:46:00,2.446,0,243.18,10,0,0,0
227,1/1/2007,3:47:00,2.456,0,243.63,10,0,0,0
228,1/1/2007,3:48:00,2.46,0,243.77,10,0,0,0
229,1/1/2007,3:49:00,2.448,0,243.18,10,0,0,0
230,1/1/2007,3:50:00,2.458,0,243.66,10,0,0,0
231,1/1/2007,3:51:00,2.456,0,243.61,10,0,0,0
232,1/1/2007,3:52:00,2.452,0,243.44,10,0,0,0
233,1/1/2007,3:53:00,2.448,0,243.18,10,0,0,0
234,1/1/2007,3:54:00,2.45,0,243.18,10,0,0,0
235,1/1/2007,3:55:00,2.45,0,243.21,10,0,0,0
236,1/1/2007,3:56:00,2.456,0,243.49,10,0,0,0
237,1/1/2007,3:57:00,2.43,0,243.19,10,0,0,0
238,1/1/2007,3:58:00,2.42,0,242.99,9.8,0,0,0
239,1/1/2007,3:59:00,2.404,0,242.13,9.8,0,0,0
240,1/1/2007,4:00:00,2.4,0,241.96,9.8,0,0,0
241,1/1/2007,4:01:00,2.416,0,241.47,10,0,0,0
242,1/1/2007,4:02:00,2.476,0.102,241.91,10.2,0,0,0
243,1/1/2007,4:03:00,2.474,0.102,241.91,10.2,0,0,0
244,1/1/2007,4:04:00,2.482,0.104,242.2,10.2,0,0,0
245,1/1/2007,4:05:00,2.484,0.104,242.38,10.2,0,0,0
246,1/1/2007,4:06:00,2.474,0.102,241.96,10.2,0,0,0
247,1/1/2007,4:07:00,2.474,0.102,242,10.2,0,0,0
248,1/1/2007,4:08:00,2.58,0.232,241.31,10.6,0,0,0
249,1/1/2007,4:09:00,2.574,0.224,242.23,10.6,0,0,0
250,1/1/2007,4:10:00,2.518,0.136,242.68,10.4,0,0,0
251,1/1/2007,4:11:00,2.522,0.138,242.99,10.4,0,0,0
252,1/1/2007,4:12:00,2.498,0.132,241.8,10.2,0,0,0
253,1/1/2007,4:13:00,2.496,0.132,241.82,10.2,0,0,0
254,1/1/2007,4:14:00,2.496,0.132,241.89,10.2,0,0,0
255,1/1/2007,4:15:00,2.486,0.13,241.44,10.2,0,0,0
256,1/1/2007,4:16:00,2.488,0.13,241.57,10.2,0,0,0
257,1/1/2007,4:17:00,2.48,0.128,241.15,10.2,0,0,0
258,1/1/2007,4:18:00,2.488,0.132,241.67,10.2,0,0,0
259,1/1/2007,4:19:00,2.49,0.132,241.78,10.2,0,0,0
260,1/1/2007,4:20:00,2.484,0.13,241.53,10.2,0,0,0
261,1/1/2007,4:21:00,2.464,0.104,241.34,10.2,0,0,0
262,1/1/2007,4:22:00,2.398,0,241.79,9.8,0,0,0
263,1/1/2007,4:23:00,2.392,0,241.48,9.8,0,0,0
264,1/1/2007,4:24:00,2.406,0,242.25,9.8,0,0,0
265,1/1/2007,4:25:00,2.398,0,241.76,9.8,0,0,0
266,1/1/2007,4:26:00,2.398,0,241.83,9.8,0,0,0
267,1/1/2007,4:27:00,2.398,0,240.61,9.8,0,0,0
268,1/1/2007,4:28:00,2.402,0,240.97,9.8,0,0,0
269,1/1/2007,4:29:00,2.406,0,242,9.8,0,0,0
270,1/1/2007,4:30:00,2.412,0,242.56,9.8,0,0,0
271,1/1/2007,4:31:00,2.42,0,243.02,9.8,0,0,0
272,1/1/2007,4:32:00,2.418,0,242.87,9.8,0,0,0
273,1/1/2007,4:33:00,2.422,0,243.13,9.8,0,0,0
274,1/1/2007,4:34:00,2.418,0,242.87,9.8,0,0,0
275,1/1/2007,4:35:00,2.416,0,242.76,9.8,0,0,0
276,1/1/2007,4:36:00,2.42,0,243.04,9.8,0,0,0
277,1/1/2007,4:37:00,2.424,0,243.24,9.8,0,0,0
278,1/1/2007,4:38:00,2.43,0,243.5,9.8,0,0,0
279,1/1/2007,4:39:00,2.434,0,243.81,10,0,0,0
280,1/1/2007,4:40:00,2.436,0,243.83,10,0,0,0
281,1/1/2007,4:41:00,2.43,0,243.59,9.8,0,0,0
282,1/1/2007,4:42:00,2.468,0,243.21,10,0,0,0
283,1/1/2007,4:43:00,2.516,0.112,244.19,10.2,0,0,0
284,1/1/2007,4:44:00,2.508,0.11,243.81,10.2,0,0,0
285,1/1/2007,4:45:00,2.548,0.158,243.09,10.4,0,0,0
286,1/1/2007,4:46:00,2.6,0.244,242.9,10.6,0,0,0
287,1/1/2007,4:47:00,2.592,0.242,242.73,10.6,0,0,0
288,1/1/2007,4:48:00,2.598,0.246,243.21,10.6,0,0,0
289,1/1/2007,4:49:00,2.58,0.24,242.48,10.6,0,0,0
290,1/1/2007,4:50:00,2.55,0.204,242.25,10.4,0,0,0
291,1/1/2007,4:51:00,2.508,0.136,242.51,10.2,0,0,0
292,1/1/2007,4:52:00,2.516,0.138,242.99,10.2,0,0,0
293,1/1/2007,4:53:00,2.512,0.138,242.83,10.2,0,0,0
294,1/1/2007,4:54:00,2.508,0.136,242.71,10.2,0,0,0
295,1/1/2007,4:55:00,2.508,0.138,242.72,10.2,0,0,0
296,1/1/2007,4:56:00,2.51,0.138,242.89,10.2,0,0,0
297,1/1/2007,4:57:00,2.516,0.14,243.2,10.2,0,0,0
298,1/1/2007,4:58:00,2.524,0.142,243.69,10.2,0,0,0
299,1/1/2007,4:59:00,2.46,0,244.06,10,0,0,0
300,1/1/2007,5:00:00,2.436,0,243.85,10,0,0,0
301,1/1/2007,5:01:00,2.434,0,243.71,10,0,0,0
302,1/1/2007,5:02:00,2.432,0,243.68,10,0,0,0
303,1/1/2007,5:03:00,2.442,0,244.13,10,0,0,0
304,1/1/2007,5:04:00,2.442,0,244.16,10,0,0,0
305,1/1/2007,5:05:00,2.418,0,242.9,9.8,0,0,0
306,1/1/2007,5:06:00,2.428,0,243.39,9.8,0,0,0
307,1/1/2007,5:07:00,2.42,0,243.03,9.8,0,0,0
308,1/1/2007,5:08:00,2.426,0,243.27,9.8,0,0,0
309,1/1/2007,5:09:00,2.488,0.074,243.39,10.2,0,0,0
310,1/1/2007,5:10:00,2.508,0.128,243.37,10.2,0,1,0
311,1/1/2007,5:11:00,2.52,0.132,244.06,10.2,0,1,0
312,1/1/2007,5:12:00,2.524,0.132,244.26,10.2,0,2,0
313,1/1/2007,5:13:00,2.524,0.132,244.17,10.2,0,1,0
314,1/1/2007,5:14:00,2.524,0.132,244.12,10.2,0,1,0
315,1/1/2007,5:15:00,2.506,0.126,243.18,10.2,0,2,0
316,1/1/2007,5:16:00,2.496,0.124,242.67,10.2,0,1,0
317,1/1/2007,5:17:00,2.482,0.12,241.97,10.2,0,2,0
318,1/1/2007,5:18:00,2.484,0.12,242.02,10.2,0,1,0
319,1/1/2007,5:19:00,2.48,0.12,241.85,10.2,0,1,0
320,1/1/2007,5:20:00,2.496,0.124,242.81,10.2,0,2,0
321,1/1/2007,5:21:00,2.488,0.122,242.38,10.2,0,1,0
322,1/1/2007,5:22:00,2.484,0.12,242.17,10.2,0,2,0
323,1/1/2007,5:23:00,2.616,0.256,242.06,10.8,0,1,0
324,1/1/2007,5:24:00,2.652,0.358,241.6,11,0,1,0
325,1/1/2007,5:25:00,2.646,0.358,241.57,11,0,1,0
326,1/1/2007,5:26:00,2.646,0.358,241.64,11,0,2,0
327,1/1/2007,5:27:00,2.652,0.362,242.02,11,0,1,0
328,1/1/2007,5:28:00,2.654,0.364,242.37,11,0,1,0
329,1/1/2007,5:29:00,2.65,0.364,242.4,11,0,2,0
330,1/1/2007,5:30:00,2.644,0.364,242.28,11,0,1,0
331,1/1/2007,5:31:00,2.646,0.36,242.68,11,0,1,0
332,1/1/2007,5:32:00,2.572,0.258,242.32,10.6,0,1,0
333,1/1/2007,5:33:00,2.584,0.264,242.96,10.6,0,1,0
334,1/1/2007,5:34:00,2.58,0.262,242.86,10.6,0,2,0
335,1/1/2007,5:35:00,2.564,0.256,241.98,10.6,0,1,0
336,1/1/2007,5:36:00,2.526,0.21,241.66,10.4,0,1,0
337,1/1/2007,5:37:00,2.398,0,241.38,9.8,0,0,0
338,1/1/2007,5:38:00,2.376,0,240.61,9.8,0,0,0
339,1/1/2007,5:39:00,2.38,0,240.82,9.8,0,0,0
340,1/1/2007,5:40:00,2.39,0,241.41,9.8,0,0,0
341,1/1/2007,5:41:00,2.392,0,241.51,9.8,0,0,0
342,1/1/2007,5:42:00,2.396,0,241.73,9.8,0,0,0
343,1/1/2007,5:43:00,2.416,0,242.75,9.8,0,0,0
344,1/1/2007,5:44:00,2.408,0,242.3,9.8,0,0,0
345,1/1/2007,5:45:00,2.4,0,241.91,9.8,0,0,0
346,1/1/2007,5:46:00,2.398,0,241.82,9.8,0,0,0
347,1/1/2007,5:47:00,2.396,0,241.7,9.8,0,0,0
348,1/1/2007,5:48:00,2.4,0,241.88,9.8,0,0,0
349,1/1/2007,5:49:00,2.422,0,243.07,9.8,0,0,0
350,1/1/2007,5:50:00,2.422,0,243.11,9.8,0,0,0
351,1/1/2007,5:51:00,2.416,0,242.78,9.8,0,0,0
352,1/1/2007,5:52:00,2.4,0,241.9,9.8,0,0,0
353,1/1/2007,5:53:00,2.392,0,241.47,9.8,0,0,0
354,1/1/2007,5:54:00,2.38,0,240.89,9.8,0,0,0
355,1/1/2007,5:55:00,2.372,0,240.41,9.8,0,0,0
356,1/1/2007,5:56:00,2.372,0,240.41,9.8,0,0,0
357,1/1/2007,5:57:00,2.364,0,239.97,9.8,0,0,0
358,1/1/2007,5:58:00,2.38,0,240.84,9.8,0,0,0
359,1/1/2007,5:59:00,2.39,0,241.31,9.8,0,0,0
360,1/1/2007,6:00:00,2.46,0.064,241.13,10.2,0,0,0
361,1/1/2007,6:01:00,2.502,0.13,241.26,10.4,0,0,0
362,1/1/2007,6:02:00,2.496,0.128,241.14,10.2,0,0,0
363,1/1/2007,6:03:00,2.49,0.128,240.98,10.2,0,0,0
364,1/1/2007,6:04:00,2.482,0.126,240.68,10.2,0,0,0
365,1/1/2007,6:05:00,2.538,0.19,240.25,10.6,0,0,0
366,1/1/2007,6:06:00,2.544,0.228,240.22,10.6,0,0,0
367,1/1/2007,6:07:00,2.546,0.228,240.36,10.6,0,0,0
368,1/1/2007,6:08:00,2.55,0.23,240.63,10.6,0,0,0
369,1/1/2007,6:09:00,2.548,0.23,240.65,10.6,0,0,0
370,1/1/2007,6:10:00,2.544,0.23,240.67,10.6,0,0,0
371,1/1/2007,6:11:00,2.548,0.232,240.9,10.6,0,0,0
372,1/1/2007,6:12:00,2.546,0.23,240.8,10.6,0,0,0
373,1/1/2007,6:13:00,2.508,0.182,240.65,10.4,0,0,0
374,1/1/2007,6:14:00,2.382,0,240.53,9.8,0,0,0
375,1/1/2007,6:15:00,2.374,0,240.24,9.8,0,0,0
376,1/1/2007,6:16:00,2.378,0,240.48,9.8,0,0,0
377,1/1/2007,6:17:00,2.378,0,240.52,9.8,0,0,0
378,1/1/2007,6:18:00,2.392,0,241.32,9.8,0,0,0
379,1/1/2007,6:19:00,2.41,0,242.29,9.8,0,0,0
380,1/1/2007,6:20:00,2.404,0,241.99,9.8,0,0,0
381,1/1/2007,6:21:00,2.402,0,241.85,9.8,0,0,0
382,1/1/2007,6:22:00,2.4,0,241.69,9.8,0,0,0
383,1/1/2007,6:23:00,2.392,0,241.24,9.8,0,0,0
384,1/1/2007,6:24:00,2.394,0,241.41,9.8,0,0,0
385,1/1/2007,6:25:00,2.378,0,240.52,9.8,0,0,0
386,1/1/2007,6:26:00,2.384,0,240.93,9.8,0,0,0
